"VGC id","Name","Platform","Notes","Cart","Box","Manual","Other","Purchased Price","Purchased Date","Added"
"6758","Jumping Flash! 2: Big Trouble in Little Muu","PlayStation [NA]","","No","No","No","No","","0000-00-00","2017-03-19 17:11:41"
"9430","Jurassic Park","Sega CD [NA]","","No","No","No","No","","0000-00-00","2015-10-07 00:06:28"
"32737","Just Dance 4","Xbox 360 [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2018-03-11 15:22:40"
"65942","Just Dance Kids 2014","Wii [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2018-03-11 15:47:30"
"10667","Kaboom! (Picture Label)","Atari 2600 (VCS) [NA]","","No","No","No","No","","0000-00-00","2015-10-19 22:31:08"
"5689","Karate Kid, The","Nintendo Entertainment System [US]","","No","No","No","No","","0000-00-00","2015-10-07 00:27:04"
"16430","Karateka","Atari 7800 [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-03-12 16:32:12"
"5654","Karnov","Nintendo Entertainment System [US]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2016-07-18 18:05:39"
"1159","Katamari Damacy","PlayStation 2 [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-01-28 21:48:25"
"17301","Katamari Forever","PlayStation 3 [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-01-29 12:10:59"
"10867","Keith Courage in Alpha Zones","TurboGrafx-16 [NA]","10","Yes","Yes","Yes","No","0.00","1994-00-00","2015-10-06 23:53:17"
"10867","Keith Courage in Alpha Zones","TurboGrafx-16 [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2018-03-15 21:10:19"
"10867","Keith Courage in Alpha Zones","TurboGrafx-16 [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-03-31 20:10:57"
"11658","Keystone Kapers","Atari 2600 (VCS) [NA]","","No","No","No","No","","0000-00-00","2015-10-19 22:31:08"
"10270","Kid Chameleon","Sega Genesis [NA]","","No","No","No","No","","0000-00-00","2015-10-06 23:41:52"
"23824","Kid Icarus: Uprising","Nintendo 3DS [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-01-29 12:59:36"
"143853","Kill the Bad Guy","PlayStation 4 [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","0000-00-00 00:00:00"
"1036","Killzone","PlayStation 2 [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-02-25 11:25:43"
"16164","Kinect Adventures!","Xbox 360 [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2018-03-11 15:27:42"
"20949","Kinect Joy Ride","Xbox 360 [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2018-03-11 15:09:15"
"25383","Kinect Star Wars (Not Packaged for Individual Sale)","Xbox 360 [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2018-03-11 15:21:01"
"24700","Kinect: Disneyland Adventures","Xbox 360 [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2018-03-11 15:30:03"
"20951","Kinectimals","Xbox 360 [NA]","","No","No","No","No","","0000-00-00","2018-03-11 15:11:00"
"10865","King of Casino","TurboGrafx-16 [NA]","None","No","Yes","Yes","Yes","19.99","0000-00-00","2018-01-16 13:14:40"
"10865","King of Casino","TurboGrafx-16 [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2018-03-07 00:02:30"
"21320","King's Quest II - Romancing The Throne","PC [NA]","","No","No","No","No","","0000-00-00","2015-12-31 18:11:57"
"21320","King's Quest II - Romancing The Throne","PC [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2015-12-31 18:07:14"
"12706","King's Quest III: To Heir Is Human","PC [NA]","","No","No","No","No","","0000-00-00","2015-12-31 18:12:01"
"12706","King's Quest III: To Heir Is Human","PC [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2015-12-31 18:08:12"
"12707","King's Quest IV: The Perils of Rosella (SCI)","PC [NA]","","No","No","No","No","","0000-00-00","2015-12-31 18:12:03"
"17126","King's Quest V: Absence Makes the Heart Go Yonder! (DOS 3.5"" Disk)","PC [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2015-12-31 18:10:26"
"17127","King's Quest VI: Heir Today, Gone Tomorrow (DOS 3.5"" Disk)","PC [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2015-12-31 18:10:34"
"30773","King's Quest VII: The Princeless Bride","PC [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2015-12-31 18:11:25"
"12705","King's Quest: Quest for the Crown (AGI)","PC [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2015-11-03 14:25:43"
"1059","Kingdom Hearts","PlayStation 2 [NA]","","No","No","No","No","","0000-00-00","2015-10-16 21:44:36"
"12702","Kingdom Hearts - Greatest Hits","PlayStation 2 [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","0000-00-00 00:00:00"
"9689","Kingdom Hearts 358/2 Days","Nintendo DS [NA]","","No","No","No","No","","0000-00-00","2015-10-16 21:44:36"
"47567","Kingdom Hearts HD 1.5 ReMIX","PlayStation 3 [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2018-03-04 15:07:40"
"94060","Kingdom Hearts HD 2.5 ReMIX - Greatest Hits","PlayStation 3 [NA]","","No","No","No","No","","0000-00-00","2017-01-29 12:12:42"
"976","Kingdom Hearts II","PlayStation 2 [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","0000-00-00 00:00:00"
"976","Kingdom Hearts II","PlayStation 2 [NA]","","No","No","No","No","","0000-00-00","2017-01-28 21:54:24"
"73879","Kingdom Hearts III","PlayStation 4 [NA]","","No","No","No","No","","0000-00-00","2017-01-29 14:59:46"
"16721","Kingdom Hearts: Birth by Sleep","PlayStation Portable [NA]","","No","No","No","No","","0000-00-00","2015-11-03 00:00:51"
"2591","Kingdom Hearts: Chain of Memories","Game Boy Advance [NA]","","No","No","No","No","","0000-00-00","2015-10-16 21:45:00"
"24346","Kingdom of Paradise","PlayStation Portable [NA]","","No","No","No","No","","0000-00-00","2015-11-03 00:00:51"
"61839","Kirby and the Rainbow Curse","Wii U [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2018-03-11 15:45:49"
"18735","Kirby Mass Attack","Nintendo DS [NA]","","No","No","No","No","","0000-00-00","2017-01-29 12:38:22"
"8450","Kirby Super Star","Super Nintendo [NA]","","No","No","No","No","","0000-00-00","2018-11-12 10:51:33"
"17184","Kirby: Squeak Squad","Nintendo DS [NA]","","No","No","No","No","","0000-00-00","2017-01-29 12:38:22"
"69847","Kirby's Avalanche (E Rating)","Super Nintendo [NA]","","No","No","No","No","","0000-00-00","2018-11-12 10:44:52"
"69847","Kirby's Avalanche (E Rating)","Super Nintendo [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2015-10-18 16:04:29"
"15552","Klax","TurboGrafx-16 [NA]","","No","No","No","No","","0000-00-00","2017-07-11 19:17:47"
"48810","Knack","PlayStation 4 [NA]","","No","No","No","No","","0000-00-00","2015-10-07 16:15:33"
"9299","Kung Food","Atari Lynx [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-03-31 20:04:41"
"5515","Kung Fu (3 screw cartridge)","Nintendo Entertainment System [US]","","No","No","No","No","","0000-00-00","2015-10-07 00:37:44"
"14552","Kung Fu Kid","Sega Master System [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2016-03-04 08:09:27"
"10277","Landstalker","Sega Genesis [NA]","","No","No","No","No","","0000-00-00","2015-10-06 23:42:12"
"11656","Laser Blast","Atari 2600 (VCS) [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-01-27 21:17:55"
"10279","Last Battle","Sega Genesis [NA]","","No","No","No","No","","0000-00-00","2015-10-06 23:31:04"
"10279","Last Battle","Sega Genesis [NA]","","No","No","No","No","","0000-00-00","2015-10-06 23:42:12"
"16786","Last Guardian, The","PlayStation 4 [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","0000-00-00 00:00:00"
"698","Legacy of Kain Series, The: Blood Omen 2","Xbox [NA]","","No","No","No","No","","0000-00-00","2015-11-03 00:31:36"
"8259","Legacy of Kain: Soul Reaver","Sega Dreamcast [NA]","","No","No","No","No","","0000-00-00","2015-10-07 16:01:13"
"5741","Legacy of the Wizard","Nintendo Entertainment System [US]","","No","No","No","No","","0000-00-00","2015-10-07 00:37:55"
"5741","Legacy of the Wizard","Nintendo Entertainment System [US]","Boxed","Yes","Yes","Yes","Yes","0.00","0000-00-00","2018-04-19 08:45:33"
"9599","Legend of Heroes II, The: Prophecy of the Moonlight Witch","PlayStation Portable [NA]","","No","No","No","No","","0000-00-00","2015-11-03 00:00:51"
"56728","Legend of Kyrandia, The: Hand of Fate (Book Two)","GOG.com","","No","No","No","No","","0000-00-00","2015-11-02 23:40:41"
"8119","Legend of Oasis, The","Sega Saturn [NA]","","No","No","No","No","","0000-00-00","2015-10-07 00:14:42"
"107132","Legend of Spyro, The: A New Beginning - Greatest Hits [CA]","PlayStation 2 [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","0000-00-00 00:00:00"
"20709","Legend of Spyro, The: The Eternal Night","PlayStation 2 [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","0000-00-00 00:00:00"
"69","Legend of Zelda, The (3 screw cartridge)","Nintendo Entertainment System [US]","","No","No","No","No","","0000-00-00","2015-10-07 00:38:08"
"11526","Legend of Zelda, The (5 screw cartridge)","Nintendo Entertainment System [US]","","No","No","No","No","","0000-00-00","2017-01-28 21:38:15"
"48271","Legend of Zelda, The: A Link Between Worlds","Nintendo 3DS [NA]","","No","No","No","No","","0000-00-00","2017-01-29 12:56:24"
"6099","Legend of Zelda, The: A Link to the Past","Super Nintendo [NA]","","No","No","No","No","","0000-00-00","2018-11-12 10:50:44"
"6099","Legend of Zelda, The: A Link to the Past","Super Nintendo [NA]","","No","No","No","No","","0000-00-00","2015-10-06 23:57:14"
"2592","Legend of Zelda, The: A Link to the Past & Four Swords","Game Boy Advance [NA]","","No","No","No","No","","0000-00-00","2015-10-16 21:43:21"
"117936","Legend of Zelda, The: Breath of the Wild","Nintendo Switch [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-01-29 14:42:45"
"9691","Legend of Zelda, The: Four Swords Adventures","GameCube [NA]","","No","No","No","No","","0000-00-00","2016-06-09 16:24:05"
"9353","Legend of Zelda, The: Link's Awakening","Game Boy [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-01-28 21:49:20"
"5036","Legend of Zelda, The: Majora's Mask","Nintendo 64 [NA]","","No","No","No","No","","0000-00-00","2018-11-12 10:41:36"
"5036","Legend of Zelda, The: Majora's Mask","Nintendo 64 [NA]","","No","No","No","No","","0000-00-00","2015-10-16 21:52:56"
"71041","Legend of Zelda, The: Majora's Mask 3D","Nintendo 3DS [NA]","","No","No","No","No","","0000-00-00","2017-01-29 12:56:24"
"5038","Legend of Zelda, The: Ocarina of Time","Nintendo 64 [NA]","","Yes","No","Yes","Yes","0.00","0000-00-00","2018-11-12 10:37:36"
"5038","Legend of Zelda, The: Ocarina of Time","Nintendo 64 [NA]","","No","No","No","No","","0000-00-00","2015-10-16 21:52:56"
"16881","Legend of Zelda, The: Ocarina of Time 3D","Nintendo 3DS [NA]","","No","No","No","No","","0000-00-00","2017-01-29 12:56:24"
"43","Legend of Zelda, The: Phantom Hourglass","Nintendo DS [NA]","","No","No","No","No","","0000-00-00","2017-01-29 12:45:51"
"92388","Legend of Zelda, The: Skyward Sword (25th Anniversary)","Wii [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-01-28 20:34:07"
"5351","Legend of Zelda, The: Spirit Tracks","Nintendo DS [NA]","","No","No","No","No","","0000-00-00","2017-01-29 12:45:51"
"2600","Legend of Zelda, The: The Minish Cap","Game Boy Advance [NA]","","No","No","No","No","","0000-00-00","2015-10-16 21:43:21"
"46637","Legend of Zelda, The: The Wind Waker HD (gold cover)","Wii U [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2018-03-11 15:50:06"
"85639","Legend of Zelda, The: Tri Force Heroes","Nintendo 3DS [NA]","","No","No","No","No","","0000-00-00","2017-01-29 12:56:24"
"58","Legend of Zelda, The: Twilight Princess","Wii [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-01-28 20:38:30"
"58","Legend of Zelda, The: Twilight Princess","Wii [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-01-28 20:55:42"
"91873","Legend of Zelda, The: Twilight Princess HD + Wolf Link amiibo","Wii U [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2018-03-11 15:49:39"
"15554","Legendary Axe II","TurboGrafx-16 [NA]","40","Yes","Yes","Yes","No","0.00","2016-01-01","2015-10-06 23:53:17"
"10986","Legendary Axe, The","TurboGrafx-16 [NA]","40","Yes","Yes","Yes","No","20.99","2016-03-03","2016-03-05 19:16:09"
"28604","LEGO Batman 2: DC Super Heroes","PlayStation 3 [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-01-28 22:20:52"
"14579","LEGO Batman: The Videogame","PlayStation 2 [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","0000-00-00 00:00:00"
"16964","LEGO Batman: The Videogame","Nintendo DS [NA]","","No","No","No","No","","0000-00-00","2017-01-29 12:49:58"
"53320","LEGO Battles: Ninjago","Nintendo DS [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-01-29 12:46:30"
"28002","LEGO Harry Potter: Years 5-7","Wii [NA]","","No","No","No","No","","0000-00-00","2017-01-28 20:45:38"
"10857","LEGO Indiana Jones: The Original Adventures","Xbox 360 [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2018-03-11 15:18:39"
"30609","LEGO Pirates of the Caribbean: The Video Game","Nintendo DS [NA]","","No","No","No","No","","0000-00-00","2017-01-29 12:49:58"
"4800","LEGO Star Wars II: The Original Trilogy","Xbox 360 [NA]","","No","No","No","No","","0000-00-00","2018-03-11 15:22:20"
"33365","LEGO Star Wars III: The Clone Wars","Nintendo DS [NA]","","No","No","No","No","","0000-00-00","2017-01-29 12:49:58"
"40092","LEGO Star Wars: The Complete Saga","Nintendo DS [NA]","","No","No","No","No","","0000-00-00","2017-01-29 12:49:58"
"97185","LEGO Star Wars: The Force Awakens","PlayStation 4 [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2018-03-11 15:41:21"
"80334","Leisure Suit Larry in The Land of the Lounge Lizards","PC [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2015-11-03 14:28:53"
"12029","Lion King, The","Super Nintendo [NA]","","No","No","No","No","","0000-00-00","2016-01-13 09:02:19"
"167","LittleBIGPlanet","PlayStation 3 [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-01-28 22:20:02"
"38294","Lock 'N' Chase (white label)","Intellivision [NA]","","No","No","No","No","","0000-00-00","2017-07-25 00:25:45"
"5289","LocoRoco","PlayStation Portable [NA]","","No","No","No","No","","0000-00-00","2015-11-03 00:01:17"
"4914","LocoRoco 2","PlayStation Portable [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-01-27 20:43:21"
"13993","Loom","TurboGrafx-CD [NA]","","No","No","No","No","","0000-00-00","2015-10-07 00:02:35"
"19973","Loom","PC [NA]","","No","No","No","No","","0000-00-00","2017-07-18 19:40:27"
"28499","Looney Tunes: Acme Arsenal","Wii [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-02-26 20:38:48"
"2240","Lord of the Rings, The: The Two Towers","GameCube [NA]","","No","No","No","No","","0000-00-00","2017-01-28 21:12:14"
"13994","Lords of the Rising Sun","TurboGrafx-CD [NA]","","No","No","No","No","","0000-00-00","2015-10-07 00:03:48"
"13995","Lords of Thunder","TurboGrafx-CD [NA]","","No","No","No","No","","0000-00-00","2015-10-07 00:03:08"
"3415","Lost Odyssey","Xbox 360 [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2018-03-11 15:53:50"
"33844","Luigi's Mansion: Dark Moon","Nintendo 3DS [NA]","","No","No","No","No","","0000-00-00","2017-01-29 12:55:44"
"19318","Lumines II","PlayStation Portable [NA]","","No","No","No","No","","0000-00-00","2015-11-03 00:01:17"
"22974","Lumines: Electronic Symphony","PlayStation Vita [NA]","","No","No","No","No","","0000-00-00","2016-03-03 08:31:47"
"41265","Lunar: Eternal Blue","Sega CD [NA]","","No","No","No","No","","0000-00-00","2015-10-07 00:06:59"
"9440","Lunar: The Silver Star","Sega CD [NA]","","No","No","No","No","","0000-00-00","2015-10-07 00:06:59"
"1910","Mad Maestro!","PlayStation 2 [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-02-25 11:24:50"
"25171","Madden NFL 12","PlayStation 3 [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-01-28 22:29:40"
"12044","Magic Sword","Super Nintendo [NA]","","Yes","No","Yes","Yes","0.00","0000-00-00","2018-11-11 19:04:24"
"13997","Magical Dinosaur Tour","TurboGrafx-CD [NA]","","No","No","No","No","","0000-00-00","2018-04-28 11:09:07"
"9443","Make My Video: INXS","Sega CD [NA]","","No","No","No","No","","0000-00-00","2015-10-07 00:06:59"
"13729","Mamono Hunter Youko: Makai Kara no Tenkousei","PC Engine CD [JP]","","No","No","No","No","","0000-00-00","2016-03-07 07:52:00"
"42616","Maniac Mansion (white 3.5 disk)","PC [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2015-11-02 23:29:49"
"18443","Maniac Mansion: Day of the Tentacle","PC [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2015-11-03 18:20:43"
"5903","Marble Madness","Nintendo Entertainment System [US]","","No","No","No","No","","0000-00-00","2015-10-07 00:36:42"
"91884","Mario & Luigi: Paper Jam","Nintendo 3DS [NA]","","No","No","No","No","","0000-00-00","2017-01-29 12:55:05"
"85069","Mario & Sonic at the Rio 2016 Olympic Games","Wii U [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2018-03-11 15:48:22"
"5049","Mario Golf","Nintendo 64 [NA]","","No","No","No","No","","0000-00-00","2015-10-07 00:21:33"
"5050","Mario Kart 64","Nintendo 64 [NA]","","No","No","No","No","","0000-00-00","2015-10-07 00:22:33"
"20405","Mario Kart 7","Nintendo 3DS [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-01-29 12:56:40"
"117935","Mario Kart 8 Deluxe","Nintendo Switch [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-01-29 15:01:06"
"22274","Mario Kart Wii","Wii [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-01-28 20:37:21"
"24046","Mario Paint","Super Famicom [JP]","","No","No","No","No","","0000-00-00","2015-10-11 23:40:28"
"5051","Mario Party","Nintendo 64 [NA]","","No","No","No","No","","0000-00-00","2015-10-07 00:22:13"
"61840","Mario Party 10","Wii U [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2018-03-11 15:52:42"
"2265","Mario Party 4","GameCube [NA]","","No","No","No","No","","0000-00-00","2017-01-28 21:16:14"
"2122","Mario Party 5","GameCube [NA]","","No","No","No","No","","0000-00-00","2017-01-28 21:16:14"
"11064","Mario Party 6","GameCube [NA]","","No","No","No","No","","0000-00-00","2017-01-28 21:16:14"
"17662","Mario Party 7","GameCube [NA]","","No","No","No","No","","0000-00-00","2017-01-28 21:16:14"
"4853","Mario Party 8","Wii [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-01-28 20:37:55"
"16583","Mario Strikers Charged","Wii [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-01-28 20:52:33"
"1758","Mark of Kri, The","PlayStation 2 [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-01-28 21:53:47"
"26276","Marvel Nemesis: Rise of the Imperfects","Nintendo DS [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-01-29 12:46:43"
"22056","Marvel Ultimate Alliance / Forza 2 Motorsport","Xbox 360 [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2018-03-11 15:06:09"
"8264","Marvel vs. Capcom: Clash of Super Heroes","Sega Dreamcast [NA]","","No","No","No","No","","0000-00-00","2015-11-03 00:13:24"
"12785","Math Gran Prix (Atari Picture Label)","Atari 2600 (VCS) [NA]","","No","No","No","No","","0000-00-00","2015-10-19 22:31:51"
"8452","Maui Mallard in Cold Shadow","Super Nintendo [NA]","","No","No","No","No","","0000-00-00","2018-11-12 10:52:58"
"1535","Maximo: Ghosts to Glory","PlayStation 2 [NA]","","No","No","No","No","","0000-00-00","2017-01-28 21:53:34"
"4825","Me & My Katamari","PlayStation Portable [NA]","","No","No","No","No","","0000-00-00","2015-11-03 00:01:46"
"39366","Mean Streets","PC [NA]","","No","No","No","No","","0000-00-00","2015-11-02 23:39:07"
"794","MechAssault","Xbox [NA]","","No","No","No","No","","0000-00-00","2015-11-03 00:39:46"
"27844","Medieval Moves: Deadmund's Quest","PlayStation 3 [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-01-28 22:28:58"
"126463","Mega Man Legacy Collection 2","PlayStation 4 [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","0000-00-00 00:00:00"
"11659","Megamania","Atari 2600 (VCS) [NA]","","No","No","No","No","","0000-00-00","2015-10-19 22:33:18"
"20855","Mercury Meltdown Remix","PlayStation 2 [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-02-25 11:27:57"
"3341","Metal Gear Acid","PlayStation Portable [NA]","","No","No","No","No","","0000-00-00","2015-11-03 00:02:11"
"10780","Metal Gear Solid","PlayStation [NA]","","No","No","No","No","","0000-00-00","2017-03-19 17:17:35"
"1090","Metal Gear Solid 2: Sons of Liberty","PlayStation 2 [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-02-25 11:23:04"
"377","Metal Gear Solid 2: Substance","Xbox [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2018-03-11 15:04:10"
"79808","Metal Gear Solid 3 (Essential Collection)","PlayStation 2 [NA]","","No","No","No","No","","0000-00-00","2017-01-28 21:52:49"
"13318","Metal Gear Solid 4: Guns of the Patriots","PlayStation 3 [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-01-28 22:17:23"
"53553","Metal Gear Solid V: Ground Zeroes","PlayStation 4 [NA]","","No","No","No","No","","0000-00-00","2015-10-07 16:15:49"
"3259","Meteos","Nintendo DS [NA]","","No","No","No","No","","0000-00-00","2017-01-29 12:31:56"
"2636","Metroid Fusion","Game Boy Advance [NA]","","No","No","No","No","","0000-00-00","2015-10-16 21:45:30"
"2123","Metroid Prime","GameCube [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-01-28 21:09:21"
"2136","Metroid Prime 2: Echoes","GameCube [NA]","","No","No","No","No","","0000-00-00","2015-10-16 21:46:29"
"146","Metroid Prime 3: Corruption","Wii [NA]","","No","No","No","No","","0000-00-00","2015-10-16 21:46:29"
"3266","Metroid Prime: Hunters","Nintendo DS [NA]","","No","No","No","No","","0000-00-00","2015-10-16 21:47:01"
"9251","Metroid Prime: Pinball","Nintendo DS [NA]","","No","No","No","No","","0000-00-00","2017-01-29 12:43:30"
"9776","Metroid: Other M","Wii [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-03-31 20:16:04"
"2588","Metroid: Zero Mission","Game Boy Advance [NA]","","No","No","No","No","","0000-00-00","2015-10-16 21:47:01"
"15556","Military Madness","TurboGrafx-16 [NA]","None","Yes","No","Yes","No","","0000-00-00","2018-04-19 08:46:06"
"5061","Milo's Astro Lanes","Nintendo 64 [NA]","","No","No","No","No","","0000-00-00","2015-10-16 21:53:35"
"35642","Missile Command (Sears Picture Label)","Atari 2600 (VCS) [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-01-27 21:14:54"
"8451","Mohawk & Headphone Jack","Super Nintendo [NA]","","No","No","No","No","","0000-00-00","2018-11-12 10:49:50"
"1302","Mojo!","PlayStation 2 [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-02-25 11:20:50"
"142661","Momodora: Reverie Under the Moonlight","PlayStation 4 [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","0000-00-00 00:00:00"
"7006","Monkey Hero","PlayStation [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-03-19 17:13:41"
"19979","Monkey Island 2: LeChuck's Revenge","PC [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2015-11-02 23:31:29"
"10327","Monopoly","Sega Genesis [NA]","","No","No","No","No","","0000-00-00","2015-10-07 00:20:28"
"70548","Monster Hunter 3 Ultimate","Wii U [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2018-03-11 15:46:05"
"14000","Monster Lair","TurboGrafx-CD [NA]","","No","No","No","No","","0000-00-00","2015-10-07 00:04:27"
"62507","Monsters, Inc.","PlayStation 2 [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-01-28 21:54:01"
"5069","Mortal Kombat Trilogy","Nintendo 64 [NA]","","No","No","No","No","","0000-00-00","2015-10-16 21:53:35"
"15557","Moto Roader","TurboGrafx-16 [NA]","25","Yes","Yes","Yes","No","21.99","2016-03-05","2016-03-07 07:46:06"
"19478","Mouse Trap (Atari Cart)","Atari 2600 (VCS) [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2015-10-19 22:42:19"
"12775","Mouse Trap (Coleco Cart)","Atari 2600 (VCS) [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-01-27 21:26:19"
"8028","Mr. Bones","Sega Saturn [NA]","","No","No","No","No","","0000-00-00","2015-10-07 00:15:23"
"3287","Mr. Driller: Drill Spirits","Nintendo DS [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-01-29 12:40:14"
"9580","Ms. Pac-Man (white Tengen)","Sega Genesis [NA]","","No","No","No","No","","0000-00-00","2015-10-06 23:42:54"
"8276","Ms. Pac-Man Maze Madness","Sega Dreamcast [NA]","","No","No","No","No","","0000-00-00","2015-11-03 00:14:01"
"19913","MySims","Wii [NA]","","No","No","No","No","","0000-00-00","2017-01-28 20:43:50"
"8030","Mystaria: The Realms of Lore","Sega Saturn [NA]","","No","No","No","No","","0000-00-00","2015-10-07 00:15:23"
"2348","Mystic Heroes","GameCube [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-01-28 21:12:33"
"5072","Mystical Ninja Starring Goemon","Nintendo 64 [NA]","","No","No","No","No","","0000-00-00","2018-11-12 10:42:18"
"1700","Namco Museum","PlayStation 2 [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-01-28 21:52:32"
"5074","Namco Museum 64","Nintendo 64 [NA]","","No","No","No","No","","0000-00-00","2018-11-12 10:40:45"
"5074","Namco Museum 64","Nintendo 64 [NA]","","No","No","No","No","","0000-00-00","2015-10-16 21:53:35"
"43470","Namco Museum Megamix","Wii [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-01-28 20:36:47"
"21217","Naruto: Ultimate Ninja","PlayStation 2 [NA]","","Yes","Yes","Yes","Yes","0.00","0000-00-00","2017-02-25 11:27:29"
"44626","NBA 2K12 (Magic Johnson cover)","PlayStation 3 [NA]","","No","No","No","No","","0000-00-00","2017-01-28 22:29:24"
"51383","NBA 2K14","PlayStation 4 [NA]","","No","No","No","No","","0000-00-00","2018-03-11 15:33:53"
